full_name,county,state,state_abr,population_19,unemp_19%,nohealth_ins%,poverty_rate%,SNAP_recieved%,no_homecomp%,no_homeinternet%,home_havebroad%,broadProviders_num,broad_avail,broad_cost,population_bbn,Lowestpricepermonth_bbn,wired_bbn,provide_bbn,all25_bbn,downave_bbn,access_bbn,slowfrac_bbn
"Tipton County, Tennessee",Tipton,Tennessee,TN,61599,3.9,9.4,13.9,18.8,13.1,24.9,74.3,5,91.1,66,59569,35,4.899629002,12.75708842,6.796454532,33.41475734,96.08454062,0.400644631
"Trousdale County, Tennessee",Trousdale,Tennessee,TN,11284,3.1,15,15.9,14.5,23.9,36.2,63,4,70.1,63.31,6965,35,7,14,7,18.57,90,0
"Unicoi County, Tennessee",Unicoi,Tennessee,TN,17883,5,9.9,21.1,21.5,21.7,32.9,65.9,4,96.8,64.97,17520,45.95,3.455479452,9.910958904,6.183219178,39.04498288,98.09417808,0.272260274
"Union County, Tennessee",Union,Tennessee,TN,19972,4,11.9,21.6,26.4,17.7,37.3,62.6,4,79.7,57.74,15600,55,4.054358974,11.05435897,4.673269231,35.64415,84.39852564,0.363910256
"Van Buren County, Tennessee",Van Buren,Tennessee,TN,5872,4.5,14.4,19,18.3,26.5,31.2,67.8,3,49.5,57.46,3717,49.95,6,11,6,50.09,83,0
"Warren County, Tennessee",Warren,Tennessee,TN,41277,4.1,12.4,22.9,20.8,22.3,30.6,68.4,4,81.3,62.97,42119,49.95,7.4786201,13.4786201,6.935611007,41.33205537,89.54725896,0.228495453
"Washington County, Tennessee",Washington,Tennessee,TN,129375,3.5,9.1,15.7,13.4,12.8,19.6,79.7,5,98.2,66.64,129922,35,6.340427333,14.32420991,10.32420991,64.07144718,99.85866135,0.095057034
"Wayne County, Tennessee",Wayne,Tennessee,TN,16673,4.7,11.2,19.6,17.3,27.4,36.3,62.4,3,54.1,67.97,17442,66.95,2.600619195,8.507682605,5.346175897,14.50769293,82.40207545,0.534285059
"Weakley County, Tennessee",Weakley,Tennessee,TN,33328,4,9.7,20.2,18.6,18.3,29.6,69.9,2,59.1,73.3,33119,69.99,4.381744618,12.10830641,3.761164286,55.75311634,63.27926568,0.391014221
"White County, Tennessee",White,Tennessee,TN,27345,3.7,11.3,17.4,17.8,22.8,33,66.2,5,67.5,63.31,27529,49.95,6.547676995,13.27857895,5.816775037,24.60404337,91.00897236,0.134549021
"Williamson County, Tennessee",Williamson,Tennessee,TN,238412,2.4,4.9,4.3,3,4.1,7.7,92.1,8,95.3,113.99,207293,35,7.175514851,14.97772235,10.06712238,138.2861077,97.55891419,0.095145519
"Wilson County, Tennessee",Wilson,Tennessee,TN,144657,2.7,6.6,8.2,8.6,9,16,83.9,9,96.4,69.48,106361,35,7.448444449,15.22188584,9.061723752,103.5262659,97.50067224,0.054944952
"Anderson County, Texas",Anderson,Texas,TX,57735,2.9,14.1,14.8,11.8,20.1,33.1,66.2,5,54.4,34.99,60438,40,3.009861346,9.240461299,5.157963533,25.14535292,57.2352328,0.350375592
"Andrews County, Texas",Andrews,Texas,TX,18705,2.2,18.2,10.4,7.2,10,15,84.8,2,98.1,36.49,14786,40,8,19,10,94.48,99,0
"Angelina County, Texas",Angelina,Texas,TX,86715,4,19.2,18.3,19.6,11.9,20.2,79.3,4,88,67.38,87073,40,3.800891206,9.952729319,5.076900991,57.93315666,87.66466069,0.276009785
"Aransas County, Texas",Aransas,Texas,TX,23510,4.3,20.5,20.3,12.6,10.8,19.9,79.5,4,96.8,49.48,20073,29.95,7.858715688,17.82339461,9.894036766,107.1951218,100,0
"Archer County, Texas",Archer,Texas,TX,8553,2.8,11.4,9.3,6.2,12.6,24.8,74.8,5,87,68.26,6272,45,5.474489796,15.73134566,7.938137755,22.27381537,99.57621173,0.463647959
"Armstrong County, Texas",Armstrong,Texas,TX,1887,2.7,7.6,7.3,2.7,12.6,22.3,76.3,2,55.9,59.99,1782,,3.915824916,12.78956229,5.873737374,21.18902357,63.67340067,0
"Atascosa County, Texas",Atascosa,Texas,TX,51153,3.6,15.8,15,16.5,15.3,23.2,76.6,4,49.2,53.73,44746,34.99,4.11710544,19.15297457,6.371988558,26.17408863,94.00402271,0.442788182
"Austin County, Texas",Austin,Texas,TX,30032,3.4,12.1,10.8,8.6,14,27.6,71.6,3,54,49.27,31539,29.95,4.14445607,16.90357969,6.241256857,16.08903865,89.06449158,0.28773899
"Bailey County, Texas",Bailey,Texas,TX,7000,3.7,20.6,14.5,14.1,11.7,31.2,68.6,1,78,85.9,7462,,6,15,5,27.92,75,0
"Bandera County, Texas",Bandera,Texas,TX,23112,3.3,17.7,15,10.4,12.5,20.5,78.7,6,56,72.48,20163,39.99,4.70624411,16.27808362,4.92912761,27.42048753,55.74780539,0.105490254
"Bastrop County, Texas",Bastrop,Texas,TX,88723,3,16.3,10,11.6,11.4,19.1,80.5,6,71.2,64.15,75047,35,6.534438419,23.77132997,10.88592482,41.03001879,100,0.22347329
"Baylor County, Texas",Baylor,Texas,TX,3509,2.3,13.1,10.9,12.3,15.9,25,75,2,99.8,63.71,3820,36.95,5,13,5,21.9,100,0
"Bee County, Texas",Bee,Texas,TX,32565,4.4,20,21.7,17,17.3,38.4,61.1,1,80.9,59.98,31098,49.95,3.666923918,19.1512959,7.727538748,91.65997878,100,0.08971638
"Bell County, Texas",Bell,Texas,TX,362924,3.8,11.8,13.9,14,8.7,17,82.8,7,96,61.24,320636,35,4.91379633,14.80679961,6.943206627,70.22411878,99.1829333,0.462483938
"Bexar County, Texas",Bexar,Texas,TX,2003554,3.1,15.1,16.3,13.2,10.7,20.8,78.9,8,97.6,59.66,1712862,29.95,7.032902826,19.1613259,11.48002349,106.4002082,99.79858739,1
"Blanco County, Texas",Blanco,Texas,TX,11931,2.4,18,9.5,5.1,9.5,18,80.1,1,25.3,59.96,9700,59.95,4.915670103,19.92134021,5.842474227,11.01978763,29.53536082,0.463402062
"Borden County, Texas",Borden,Texas,TX,654,2.5,4.7,2.6,1.9,11.5,21.5,77.4,2,30.8,74.96,1601,64.95,2.34353529,13,3.828232355,46.34788257,85.94565896,0
"Bosque County, Texas",Bosque,Texas,TX,18685,3.4,17.9,14.5,8.7,15.5,28.2,70.8,3,35.9,60,19002,99.95,3.026102516,13.45632039,5.530944111,20.7569719,100,0.626723503
"Bowie County, Texas",Bowie,Texas,TX,93245,4.4,14.5,17.2,14,22.3,31.3,68,5,91.5,51,92125,25,4.986594301,11.38060244,6.966317503,41.8122971,92.24748982,0.34136228
"Brazoria County, Texas",Brazoria,Texas,TX,374264,4.2,13.4,9.2,8,8.1,15.1,84.6,10,86,58.4,327935,29.95,9.244594203,18.80521445,10.28215957,96.33562227,87.60816015,0.247359995
"Brazos County, Texas",Brazos,Texas,TX,229211,2.7,13.1,25,8,6.7,18.9,80.9,1,89.1,61.54,194431,29.95,4.386430147,15.52093545,7.601524448,84.98665681,99.95011598,0.104576945
"Brewster County, Texas",Brewster,Texas,TX,9203,2.9,16.8,12.4,14,13.1,24.6,75.4,2,69.2,71.33,9208,64,6.360013032,13.83329713,4.752172024,36.16533558,76.15117289,0.165725456
"Briscoe County, Texas",Briscoe,Texas,TX,1546,3.5,21.9,15.6,11.2,18.4,25,72.2,2,73.7,76.95,571,69.95,3,12,4,12.14,98,0
"Brooks County, Texas",Brooks,Texas,TX,7093,5.1,21.9,38.9,36,25.2,39,61,2,89.1,52.49,7514,34.99,3.88474847,12.71187117,6.769496939,28.47684988,99.94237423,0.057625765
"Brown County, Texas",Brown,Texas,TX,37864,3.7,13.7,14.5,11.6,18.9,28.5,70.8,2,2.5,79.57,36733,55,6.392018076,19.6284812,8.748509515,10.49669126,100,0.304385702
"Burleson County, Texas",Burleson,Texas,TX,18443,3.1,16.7,12.6,9.4,22.2,31.1,68,1,1.5,72.98,17041,40,4.162549146,19.44721554,8.436594097,16.74957456,100,0.301918901
"Burnet County, Texas",Burnet,Texas,TX,48155,2.7,15.2,11,8.2,10.8,24,75.5,3,55.9,69.99,35916,35.99,6.004204254,21.31718454,7.677525337,54.92126796,71.80885956,0.137877269
"Caldwell County, Texas",Caldwell,Texas,TX,43664,3.3,21.3,17.7,12.3,16.6,34.8,64.6,4,72.2,51.98,36866,29.95,6.637036836,21.6639451,10.16291434,44.43176558,100,0.536673358
"Calhoun County, Texas",Calhoun,Texas,TX,21290,3.2,19,14.1,15.5,12.6,23.8,76,3,86.3,57.37,21349,29.95,7.459084735,17.67122582,10.26212001,44.8725589,88.46629819,0.162162162
"Callahan County, Texas",Callahan,Texas,TX,13943,3.1,18.5,14.1,8.6,24,33.2,64.9,3,62.4,54.98,12762,49.95,5.228334117,15.72896098,8.384500862,14.71076869,100,0.367027112
"Cameron County, Texas",Cameron,Texas,TX,423163,5.5,28.6,30.6,24.8,23.2,46.1,53.6,3,92.5,56.25,406162,34.99,5.379407724,13.94384507,8.152852803,59.84933315,100,0.162294848
"Camp County, Texas",Camp,Texas,TX,13094,4.2,16.6,19.9,19.3,20.7,38.3,60.9,4,51.4,58.72,14196,40,6.65877712,15.48816568,6.65877712,50.80182939,53.47879684,0.08530572
"Carson County, Texas",Carson,Texas,TX,5926,2.6,11.4,6.3,4.9,10.3,25.5,73.7,2,63.4,57.5,5731,55,4.020240796,15.47251789,7.040481591,8.187916594,82.92880824,1
"Cass County, Texas",Cass,Texas,TX,30026,4.3,15.4,19.6,16.4,26.8,37.3,62.3,5,54.4,60.69,24286,40,5.486617804,12.829902,5.967059211,35.15616652,59.85551346,0.54677592
"Castro County, Texas",Castro,Texas,TX,7530,2.8,26.1,15.7,13.6,19.7,30.7,67.9,4,61.9,34.99,7396,40,7.226879394,16.33518118,8.211330449,11.12505949,67.19050838,0.293807463
"Chambers County, Texas",Chambers,Texas,TX,43837,4.5,14.3,12.7,6.8,12.7,19.3,80.4,5,65.1,71.98,30513,29.99,5.331170321,12.30845869,6.20463409,46.81799528,76.59617212,0.068626487
"Cherokee County, Texas",Cherokee,Texas,TX,52646,3.8,18.8,18.2,15.6,16.8,30.6,68.8,6,43.5,60.98,38995,40,7.654032568,15.67975381,6.992563149,60.21610976,49.8581613,0.034465957
"Childress County, Texas",Childress,Texas,TX,7306,2.7,17.1,14.6,14.2,23.4,28.4,71.6,2,95.2,63.72,7040,36.95,8,18,6,47.32,95,0
"Clay County, Texas",Clay,Texas,TX,10471,3.1,13.9,13.6,11.9,14.7,28.5,71.3,3,17.2,58.98,6345,36.95,4.919148936,17.72608353,6.157762017,31.08123247,98.35082742,0.126398739
"Cochran County, Texas",Cochran,Texas,TX,2853,3.4,28,23.9,13.7,25,39.9,59.7,2,67,59.99,3149,,3.735154017,12.45252461,3.964433153,24.75665926,69.81263893,0
"Coke County, Texas",Coke,Texas,TX,3387,3.2,13,15.8,8.1,14,31.7,68.3,3,73.6,52.48,3030,49.95,2.900990099,13.35148515,4.900990099,8.79549505,82.95544554,1
"Coleman County, Texas",Coleman,Texas,TX,8175,4.1,23,19.4,11.6,17.8,30.4,68.2,2,26.2,73.32,8904,49.95,4.239218329,16.73079515,6.911275831,31.79227314,36.56176999,0.315813118
"Collin County, Texas",Collin,Texas,TX,1034730,3.1,10.4,6.6,3.1,2.7,8.4,91.4,9,97,55.51,728135,25,8.96874206,18.69453604,11.17957659,119.291845,98.48845475,0.301735255
"Collingsworth County, Texas",Collingsworth,Texas,TX,2920,3.2,22.6,15.9,18.2,13.6,31.4,68,1,58.8,34.99,2889,,1.929733472,13.67220492,3.984423676,6.257106265,75.14157148,0
"Colorado County, Texas",Colorado,Texas,TX,21493,3.1,13.6,10.8,6.2,22.6,36.1,63.2,3,62.4,79.55,19551,55,3.573832541,19.55940873,5.334458595,65.98030024,94.50099739,0.360339625
"Comal County, Texas",Comal,Texas,TX,156209,3,12.3,8.2,4.3,8,12.8,87,7,95.9,63.31,125814,35,8.352186561,21.52052236,11.27144833,133.9934672,99.53525045,0.050900536
"Comanche County, Texas",Comanche,Texas,TX,13635,3.2,18.1,16.2,11.1,18.2,32.5,66,2,47.2,104.95,12550,49.95,6.868446215,20.16454183,9.043426295,19.09945976,89.32231076,0.080796813
"Concho County, Texas",Concho,Texas,TX,2726,3.2,17.1,7.3,4.1,22.6,28.8,70.3,1,8.4,84.98,3811,89,3.163474154,13.32694831,5,89.063238,99.50957754,0.163474154
"Cooke County, Texas",Cooke,Texas,TX,41257,2.8,14.9,14,11.8,13.7,24,75.9,5,75.8,50,34665,40,7.12234242,19.54697822,9.095312275,67.94324304,100,0.246502236
"Coryell County, Texas",Coryell,Texas,TX,75951,3.9,9.9,13.5,11.9,9.4,15.7,84,7,76.1,66.23,64028,40,5.482929343,17.87080652,9.157103142,70.40187262,100,0.179921284
"Cottle County, Texas",Cottle,Texas,TX,1398,4.2,13.6,31.4,24.9,24.6,34.8,64.9,3,87,68.13,1493,36.95,5,11,6,22.48,89,0
"Crane County, Texas",Crane,Texas,TX,4797,4,16.1,7.6,6,9,28.5,71.1,0,0,,4193,55,5,16,5,9.11,98,0
"Crockett County, Texas",Crockett,Texas,TX,3464,2.9,15.2,20.8,10.2,14.9,26.6,73.4,0,0,,3695,79.99,3.997834912,12.9962111,3.998917456,8.08562111,0.999458728,0
"Crosby County, Texas",Crosby,Texas,TX,5737,3.9,20.4,20.7,21.1,20,34.1,64.7,3,70,76.95,5923,69.95,5.345939558,14.34593956,6.345939558,19.25746075,82.89110248,0.265237211
"Culberson County, Texas",Culberson,Texas,TX,2171,4,20.7,31.4,16.3,34.7,47.3,50.2,2,87.7,59.99,2336,,5,15,7,26.18,94,0
"Dallam County, Texas",Dallam,Texas,TX,7287,1.9,24.9,13.9,8.4,17,27.6,72.4,3,98.1,67.67,11521,25,4.729190174,13.46341463,4.864595087,22.12852877,97.13262738,0
"Dallas County, Texas",Dallas,Texas,TX,2635516,3.5,21,16.6,12.7,11.3,21.3,78.5,9,99.8,57.05,2417398,29.95,6.776873316,15.33474629,8.745253367,96.95986567,100,1
"Dawson County, Texas",Dawson,Texas,TX,12728,3.9,15.4,22.8,14.5,18.2,31,68.3,4,59.5,74.96,13535,49.99,7.87720724,19.81581086,8.87720724,95.79134097,95.91533062,0
"Deaf Smith County, Texas",Deaf Smith,Texas,TX,18546,2.8,20.4,17.4,13.5,18.2,25.2,74.6,2,90.1,60,19542,35,8.975284004,19.95409886,8.97881486,24.55436138,93.74577832,0.003530857
"Delta County, Texas",Delta,Texas,TX,5331,3.4,15.2,23.7,14.3,14.8,29,69.7,5,17.9,46.65,4966,40,4.506645187,16.29561015,6.648006444,5.247325816,100,0.735803464
"Denton County, Texas",Denton,Texas,TX,887207,3,11.5,8.1,5.1,3.5,9.7,90.1,10,97.2,55.62,715299,29.95,8.788361231,17.98383613,11.15718322,118.6151721,99.90305033,0.409585362
"DeWitt County, Texas",DeWitt,Texas,TX,20160,2.6,13,16,13.8,25,35.2,63.9,2,56.1,65,15898,69.99,4.096238521,18.02126054,5.44747767,51.74935464,100,0.037488992
"Dickens County, Texas",Dickens,Texas,TX,2211,4.4,18.8,17.2,12,15.1,26,73.5,2,91.8,76.95,2600,69.95,2.151538462,9.586538462,3.965384615,15.89960385,97.32923077,0.163076923
"Dimmit County, Texas",Dimmit,Texas,TX,10124,2.5,22.2,29.8,30.6,36.3,42.8,57.2,1,84.7,65,7829,69.99,3,10,3,144.27,93,0
"Donley County, Texas",Donley,Texas,TX,3278,3.5,15.4,14.9,9.1,21.4,39.1,60.6,1,40.7,34.99,3726,,4.522544283,14.352657,4.830112721,10.36689211,45.91062802,0.137681159
"Duval County, Texas",Duval,Texas,TX,11157,4.5,24.5,25.6,29.5,31.4,40.4,59.4,4,53.2,54.99,12066,34.99,4.874440577,15.19517653,5.958146859,103.3194928,98.22957069,0.187717553
"Eastland County, Texas",Eastland,Texas,TX,18360,3.3,16.2,20.5,14,25.1,34.3,64.4,4,6.7,76.98,19532,40,4.513516281,16.37425763,6.418185542,50.25940047,100,0.796385419
"Ector County, Texas",Ector,Texas,TX,166223,2.6,21.5,11.8,11.9,11.3,18.1,81.7,7,84,58.99,139587,35,9.87100518,21.15262883,12.05734775,62.54567954,99.06332968,0.109172058
"Edwards County, Texas",Edwards,Texas,TX,1932,2.3,12.3,6.7,13.3,37.3,55.7,44.3,3,47.6,87.47,3239,59.95,3.439641865,8.516826181,5.439641865,10.0400988,47.79592467,0.480703921
"Ellis County, Texas",Ellis,Texas,TX,184826,3.1,15.2,9.3,7.8,7.1,15,84.7,6,99.1,51.41,156533,35,5.707633534,17.91728901,8.840666185,45.18303489,100,0.342036503
"El Paso County, Texas",El Paso,Texas,TX,839238,3.8,20.7,21.3,21.2,15.2,25.2,74.6,6,74.9,61.59,800720,29.95,7.197915626,17.3092267,9.083141423,81.25887114,99.44336347,0.580546258
"Erath County, Texas",Erath,Texas,TX,42698,3.2,17.8,21.2,10.6,9,25.2,74.6,6,68,87.47,36965,59,7.184038956,18.2821588,11.20695252,55.68146219,100,0.061220073
"Falls County, Texas",Falls,Texas,TX,17297,3.3,16.9,25.5,18.9,27.4,41,58.1,3,29.2,76.77,15960,49.95,3.657017544,15.63458647,4.815914787,11.71274185,100,0.960776942
"Fannin County, Texas",Fannin,Texas,TX,35514,2.7,16,12.5,11.4,14.3,30.2,69.2,2,42.5,56.99,33262,40,2.352835067,14.53520534,4.892820636,24.20893061,89.6794841,0.557573207
"Fayette County, Texas",Fayette,Texas,TX,25346,2.6,10.8,10.9,8.1,25.4,38.3,59.7,5,69.6,89.48,22562,55,4.987678397,20.40590373,8.267751086,25.65351476,98.93848063,0.534881659
"Fisher County, Texas",Fisher,Texas,TX,3830,2.9,15.4,16.1,9.8,22.3,31.7,67.6,1,8.8,47.5,3510,40,2.960968661,11.53247863,3.182051282,21.93754701,10.18404558,0.428490028
"Floyd County, Texas",Floyd,Texas,TX,5712,4.3,22.4,19.1,17.8,19.5,26.5,72.4,1,50.3,57.31,6425,40,5.737431907,16.70256809,4.175719844,15.56870506,50.11237354,0
"Foard County, Texas",Foard,Texas,TX,1155,3.1,13.3,6.9,17.6,16.7,31.1,68,2,99.9,79.95,1406,36.95,3,11,5,16.37,100,0
"Fort Bend County, Texas",Fort Bend,Texas,TX,811688,3.5,11.1,7.8,7,3.6,7.9,91.7,12,94.8,76.98,536405,29.95,10.53455318,17.71227897,11.74801875,110.6766183,95.90939122,0.299400639
"Franklin County, Texas",Franklin,Texas,TX,10725,3.6,16.6,8.5,10.6,11.3,22.3,77.4,3,70.7,58.3,8168,40,3.403036239,13.20151812,7.201518119,20.7423335,79.9924094,0.201518119
"Freestone County, Texas",Freestone,Texas,TX,19717,4.8,15.7,17.2,13.9,19.9,32.7,66.3,2,72.2,47.5,18052,40,4.271105695,12.23908708,5.955018834,27.63864669,98.14751828,0.234877022
"Frio County, Texas",Frio,Texas,TX,20306,2.6,22,20.2,22.9,25.4,39.8,59.8,2,89.2,64.99,17506,34.99,6.487033017,19.53370273,8.340854564,114.3972032,100,0.096424083
"Gaines County, Texas",Gaines,Texas,TX,21492,2.4,31.7,14.2,7.4,16,23.9,75.4,3,69.7,65.38,16473,64,6.472045165,19.47204516,7.824015055,29.62981728,92,0.175984945
"Galveston County, Texas",Galveston,Texas,TX,342139,4,14.2,13.2,11.5,9.6,17,82.6,9,96,60.08,310450,29.95,8.208555323,16.51146722,9.25339024,130.4586665,97.10388468,0.261742632
"Garza County, Texas",Garza,Texas,TX,6229,2.7,17.5,17.7,13.8,13.5,21.5,77.9,5,91.9,71.76,6477,40,7.894395553,15.89439555,6.947197777,42.5765308,94.78879111,0.017600741
"Gillespie County, Texas",Gillespie,Texas,TX,26988,2.4,18.8,11.4,5.6,15.3,22.4,77.3,5,73.2,66.22,25818,59.95,4.687814703,16.25702998,8.613835309,95.32429933,97.47586955,0.166744132
"Glasscock County, Texas",Glasscock,Texas,TX,1409,2.1,20.3,9.5,0.7,12.7,22.9,75.7,1,84.9,63.31,963,49.99,2,12,3,46.35,86,0
"Goliad County, Texas",Goliad,Texas,TX,7658,3.4,10.7,17.1,13.2,24,36.2,62.3,1,25.5,48.31,5459,49.95,3,19,6,9.6,93,0
"Gonzales County, Texas",Gonzales,Texas,TX,20837,2.7,19.9,15.7,17.5,19.5,28.7,70.9,2,41.9,63.31,20003,59.95,2.499625056,14.83892416,5.357496376,74.02829376,100,0.309303604
"Gray County, Texas",Gray,Texas,TX,21886,3.6,18.1,15.8,13.7,15.6,27.6,72.1,3,81,57.5,22640,55,3.921289753,16.70980565,6.841784452,35.66703092,92.77393993,0.0795053
"Grayson County, Texas",Grayson,Texas,TX,136212,3.1,16.9,13.8,12,13.4,25.6,73.8,8,83,49.99,123103,25,5.805285005,17.81258783,7.155796366,67.94212253,96.7031104,0.321170077
"Gregg County, Texas",Gregg,Texas,TX,123945,3.7,19,17.6,14.7,12.6,23.9,75.2,5,92.3,48.31,133753,29.95,8.139794995,17.5856392,7.740925437,32.9222804,92.30886784,0.592756798
"Grimes County, Texas",Grimes,Texas,TX,28880,3.9,13.7,19.1,14.4,18.9,32.5,66.9,7,59.1,44.15,28538,29.95,4.737087392,17.0737613,8.656072605,27.62822798,84.52911907,0.456479081
"Guadalupe County, Texas",Guadalupe,Texas,TX,166847,2.9,11.5,9.5,6.6,8.9,16,83.7,6,89.5,60,177473,35,7.800628828,20.95790346,11.91579001,113.2387056,100,0.042902301
"Hale County, Texas",Hale,Texas,TX,33406,4.5,19.1,18.7,15.7,16.4,24,75.7,4,84.3,60.3,37291,40,8.517229358,18.92794508,6.761390148,40.74152503,84.64712665,0.218470945
"Hall County, Texas",Hall,Texas,TX,2964,4.1,25.6,23.2,18.9,22.1,39.5,59.6,2,58.7,81.28,3003,69.95,2,10.64901765,3.824508825,11.5207992,61.01964702,0.175491175
"Hamilton County, Texas",Hamilton,Texas,TX,8461,3,17.5,16.3,14.7,17.5,32.3,66.8,4,31.6,99.95,9224,89.95,3.39830876,12.30529055,7.297267997,32.81010191,96.24653079,0.022983521
"Hansford County, Texas",Hansford,Texas,TX,5399,2.3,19.7,16.1,5.9,12.4,26,73.5,2,61.3,93.33,5969,79.99,5.585022617,15.23772826,4.929636455,17.91664433,58.90634947,0.344613838
"Hardeman County, Texas",Hardeman,Texas,TX,3933,3,15.8,12.6,11.3,20.8,33.9,65.6,1,9.9,54.98,4178,36.95,3.766395404,12,3,19.14165629,10.93441838,0
"Hardin County, Texas",Hardin,Texas,TX,57602,4.6,14.8,12.6,9.8,12.8,22.7,77,2,80.1,83.14,53566,55,4.329108016,11.3542359,3.952787216,77.63488183,81.95999328,0.057013777
"Harris County, Texas",Harris,Texas,TX,4713325,3.8,20.2,16.2,12.9,10.1,18.7,81,14,95.7,72.57,4117549,29.95,8.719913959,15.32687553,10.42950843,104.7517874,97.12430307,1
"Harrison County, Texas",Harrison,Texas,TX,66553,4,14.9,16.1,13.1,22.5,35.5,64,9,78.1,64.42,53321,29.95,5.934734907,14.88783031,6.722304533,43.16114214,75.87582754,0.355094616
"Hartley County, Texas",Hartley,Texas,TX,5576,1.6,16.9,6.3,5.8,10.2,22.7,77.1,3,90.7,67.67,1314,25,4,11.58295282,5,194.0092085,63.91933029,0
"Haskell County, Texas",Haskell,Texas,TX,5658,3.3,19.3,20.1,18.8,27.4,38.4,61.2,3,97.1,73.3,5805,36.95,3.785529716,11.63669251,5.785529716,21.71618605,98.50508183,0.218776916
"Hays County, Texas",Hays,Texas,TX,230191,2.8,14,15,7.1,5.9,17,82.8,9,95.4,60.73,108532,29.95,6.419249622,21.92229941,10.63909262,103.7367282,96.72775771,0.027881178
"Hemphill County, Texas",Hemphill,Texas,TX,3819,2.7,26.9,14,10.9,11.8,27.7,72.3,0,0,,3771,,4,15,3,12.21,0,0
"Henderson County, Texas",Henderson,Texas,TX,82737,3.5,18.7,17.5,12.7,18,27,72.2,5,72.6,56.64,91717,40,3.466816403,12.30853604,5.774371163,35.62308187,86.81301176,0.652921487
"Hidalgo County, Texas",Hidalgo,Texas,TX,868707,6.2,30.5,31.2,30,16.5,34.4,65.3,3,90.4,50.98,774680,29.95,6.131618217,17.33122321,10.0197772,69.13784368,99.96845149,0.656618217
"Hill County, Texas",Hill,Texas,TX,36649,3.3,16.2,15.9,13.4,15.6,25.9,73.5,3,34.8,60,32231,59,4.007787534,14.42241941,5.556110577,19.94629022,100,0.686171698
"Hockley County, Texas",Hockley,Texas,TX,23021,3,18.4,15.7,14.5,16.1,24.9,74.2,3,57.6,78.95,21945,64,7.661289588,17.41348827,8.15898838,30.20974254,77.03599909,0.125176578
"Hood County, Texas",Hood,Texas,TX,61643,3.4,15.3,10.7,8.1,9.6,17.5,82.1,7,86.9,67.5,52738,35,7.210398574,17.21039857,11.21341348,88.0954073,100,0.106545565
"Hopkins County, Texas",Hopkins,Texas,TX,37084,3.1,18.4,16.9,13.7,12.8,22,77.2,3,60.9,44.97,44977,40,4.621895636,15.228917,6.305934144,58.50925162,98.06799031,0.216332792
"Houston County, Texas",Houston,Texas,TX,22968,3.1,15,24.7,14.7,25.5,43.7,55.6,1,58.5,69.22,24639,40,3.514631276,9.514631276,4.232071107,21.58068793,62.09363205,0.280409108
"Howard County, Texas",Howard,Texas,TX,36664,3.1,17.4,16.8,11.1,14,27.3,72.3,2,90.3,56.23,35953,40,5.824493088,17.57297027,4.001029121,65.04140572,95.27641643,0.043056212
"Hudspeth County, Texas",Hudspeth,Texas,TX,4886,4.4,23.4,28.2,25.6,28.2,54.4,45.6,2,40.1,59.99,3325,,3.74406015,11.92842105,4.74406015,59.21319398,84.73353383,0.417142857
"Hunt County, Texas",Hunt,Texas,TX,98594,3.5,17,17.5,14.2,13.3,25.3,74,3,45.2,58.84,77824,35,5.16745477,16.63845343,6.47838713,53.39919793,74.09802889,0.427413137
"Hutchinson County, Texas",Hutchinson,Texas,TX,20938,4.4,17.3,15.2,10.4,13.3,21.9,77.6,2,89.3,57.5,22331,55,4.880838297,16.1191617,4.688907796,31.80373427,89.13483498,0.119161703
"Irion County, Texas",Irion,Texas,TX,1536,2.4,13.9,14.8,4.4,14,30,68.8,0,0,,1348,,1,10,2,8.82,0,0
"Jack County, Texas",Jack,Texas,TX,8935,3.1,17.4,15.1,6.4,17.4,34.1,65,2,17.1,51.23,7211,59.95,5.584523644,17.16904729,6.111496325,8.504989599,100,1
"Jackson County, Texas",Jackson,Texas,TX,14760,3,15.8,13.9,12.8,15.8,30.5,69.3,4,72,63.98,12384,40,5.779312016,17.42369186,7.513969638,21.13788598,81.34988695,0.073562661
"Jasper County, Texas",Jasper,Texas,TX,35529,6.1,16.7,16.7,12.2,21.4,39.4,60,3,37.2,77.78,36301,35,3.69562822,9.868350734,4.787195945,41.84856863,50.30332498,0.310349577
"Jeff Davis County, Texas",Jeff Davis,Texas,TX,2274,2.9,13.6,6.5,6.8,9.9,33.4,66.6,2,30.3,75.99,2350,90.98,6.546808511,16.36553191,4.090638298,28.69118723,34.34765957,0
"Jefferson County, Texas",Jefferson,Texas,TX,251565,5.8,20.5,18.4,16.4,19,31.2,68.5,3,93.7,62.31,249589,29.95,5.588848066,12.13772242,5.41282268,83.68419914,93.91816947,0.298049994
"Jim Hogg County, Texas",Jim Hogg,Texas,TX,5200,4.8,18.8,27.4,27.6,34.6,49.8,49.9,1,0.1,51.66,5350,34.99,8,16,4,35.27,98,0
"Jim Wells County, Texas",Jim Wells,Texas,TX,40482,4.7,18.4,23,17.6,34.8,43.4,55.2,4,78.9,60.99,41053,34.99,6.466202226,16.41960393,10.10983363,48.37848221,100,0.300660122
"Johnson County, Texas",Johnson,Texas,TX,175817,3.2,16.1,10.6,10.4,8.6,16.7,82.6,8,77.4,49.55,166022,29.95,9.160659431,22.45824047,13.81989134,73.82034628,100,0.490651841
